pathway	DB	n	statistic	df	p	method
PI3K Cascade Homo sapiens R-HSA-109704	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
PI3K events in ERBB2 signaling Homo sapiens R-HSA-1963642	Reactome_2016	63	0.390625	1	0.532	Kruskal-Wallis
PI3K events in ERBB4 signaling Homo sapiens R-HSA-1250342	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
PI3K/AKT activation Homo sapiens R-HSA-198203	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528	Reactome_2016	63	0.5625	1	0.453	Kruskal-Wallis
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling Homo sapiens R-HSA-6811558	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Pink/Parkin Mediated Mitophagy Homo sapiens R-HSA-5205685	Reactome_2016	63	3.36111111111111	1	0.0668	Kruskal-Wallis
PIP3 activates AKT signaling Homo sapiens R-HSA-1257604	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884	Reactome_2016	63	0.390625	1	0.532	Kruskal-Wallis
PKA activation Homo sapiens R-HSA-163615	Reactome_2016	63	5.97530864197532	1	0.0145	Kruskal-Wallis
PKA activation in glucagon signalling Homo sapiens R-HSA-164378	Reactome_2016	63	5.97530864197532	1	0.0145	Kruskal-Wallis
PKA-mediated phosphorylation of CREB Homo sapiens R-HSA-111931	Reactome_2016	63	5.31558641975309	1	0.0211	Kruskal-Wallis
PKB-mediated events Homo sapiens R-HSA-109703	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
PKMTs methylate histone lysines Homo sapiens R-HSA-3214841	Reactome_2016	63	1.5625	1	0.211	Kruskal-Wallis
Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
Platelet Aggregation (Plug Formation) Homo sapiens R-HSA-76009	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Platelet calcium homeostasis Homo sapiens R-HSA-418360	Reactome_2016	63	0.583526234567898	1	0.445	Kruskal-Wallis
Platelet degranulation Homo sapiens R-HSA-114608	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Platelet homeostasis Homo sapiens R-HSA-418346	Reactome_2016	63	0.00945216049382225	1	0.923	Kruskal-Wallis
Platelet sensitization by LDL Homo sapiens R-HSA-432142	Reactome_2016	63	0.918402777777771	1	0.338	Kruskal-Wallis
PLC beta mediated events Homo sapiens R-HSA-112043	Reactome_2016	63	0.865933641975317	1	0.352	Kruskal-Wallis
PLC-gamma1 signalling Homo sapiens R-HSA-167021	Reactome_2016	63	1.52797067901233	1	0.216	Kruskal-Wallis
Polo-like kinase mediated events Homo sapiens R-HSA-156711	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Post NMDA receptor activation events Homo sapiens R-HSA-438064	Reactome_2016	63	2.87114197530866	1	0.0902	Kruskal-Wallis
Post-chaperonin tubulin folding pathway Homo sapiens R-HSA-389977	Reactome_2016	63	1.63271604938271	1	0.201	Kruskal-Wallis
Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
Post-Elongation Processing of Intronless pre-mRNA Homo sapiens R-HSA-112297	Reactome_2016	63	3.16049382716051	1	0.0754	Kruskal-Wallis
Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Post-translational modification: synthesis of GPI-anchored proteins Homo sapiens R-HSA-163125	Reactome_2016	63	2.68595679012347	1	0.101	Kruskal-Wallis
Post-translational protein modification Homo sapiens R-HSA-597592	Reactome_2016	63	3.41222993827157	1	0.0647	Kruskal-Wallis
Potassium Channels Homo sapiens R-HSA-1296071	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
PPARA activates gene expression Homo sapiens R-HSA-1989781	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Pre-NOTCH Expression and Processing Homo sapiens R-HSA-1912422	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Pre-NOTCH Processing in Golgi Homo sapiens R-HSA-1912420	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Pre-NOTCH Transcription and Translation Homo sapiens R-HSA-1912408	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
Prefoldin mediated transfer of substrate  to CCT/TriC Homo sapiens R-HSA-389957	Reactome_2016	63	2.08641975308643	1	0.149	Kruskal-Wallis
Presynaptic function of Kainate receptors Homo sapiens R-HSA-500657	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Presynaptic phase of homologous DNA pairing and strand exchange Homo sapiens R-HSA-5693616	Reactome_2016	63	2.91840277777777	1	0.0876	Kruskal-Wallis
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	Reactome_2016	63	0.23630401234567	1	0.627	Kruskal-Wallis
Processing of Capped Intronless Pre-mRNA Homo sapiens R-HSA-75067	Reactome_2016	63	3.16049382716051	1	0.0754	Kruskal-Wallis
Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	Reactome_2016	63	2.12673611111111	1	0.145	Kruskal-Wallis
Processing of Intronless Pre-mRNAs Homo sapiens R-HSA-77595	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Processive synthesis on the lagging strand Homo sapiens R-HSA-69183	Reactome_2016	63	1.23456790123456	1	0.267	Kruskal-Wallis
Programmed Cell Death Homo sapiens R-HSA-5357801	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Prolonged ERK activation events Homo sapiens R-HSA-169893	Reactome_2016	63	0.671489197530889	1	0.413	Kruskal-Wallis
Prostacyclin signalling through prostacyclin receptor Homo sapiens R-HSA-392851	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Protein folding Homo sapiens R-HSA-391251	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases Homo sapiens R-HSA-8849471	Reactome_2016	63	2.41975308641977	1	0.12	Kruskal-Wallis
Purine metabolism Homo sapiens R-HSA-73847	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Pyrimidine metabolism Homo sapiens R-HSA-73848	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	Reactome_2016	63	0.23630401234567	1	0.627	Kruskal-Wallis
Pyruvate metabolism Homo sapiens R-HSA-70268	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
RA biosynthesis pathway Homo sapiens R-HSA-5365859	Reactome_2016	63	0.140625	1	0.708	Kruskal-Wallis
RAF activation Homo sapiens R-HSA-5673000	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
RAF-independent MAPK1/3 activation Homo sapiens R-HSA-112409	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
RAF/MAP kinase cascade Homo sapiens R-HSA-5673001	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
Rap1 signalling Homo sapiens R-HSA-392517	Reactome_2016	63	0.891975308641975	1	0.345	Kruskal-Wallis
Ras activation uopn Ca2+ infux through NMDA receptor Homo sapiens R-HSA-442982	Reactome_2016	63	2.12673611111111	1	0.145	Kruskal-Wallis
Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314	Reactome_2016	63	0.945216049382708	1	0.331	Kruskal-Wallis
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565	Reactome_2016	63	3.0625	1	0.0801	Kruskal-Wallis
Recruitment of mitotic centrosome proteins and complexes Homo sapiens R-HSA-380270	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Recycling pathway of L1 Homo sapiens R-HSA-437239	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Regulated Necrosis Homo sapiens R-HSA-5218859	Reactome_2016	63	0.0123456790123271	1	0.912	Kruskal-Wallis
Regulation of actin dynamics for phagocytic cup formation Homo sapiens R-HSA-2029482	Reactome_2016	63	3.46373456790124	1	0.0627	Kruskal-Wallis
Regulation of activated PAK-2p34 by proteasome mediated degradation Homo sapiens R-HSA-211733	Reactome_2016	63	0.00945216049382225	1	0.923	Kruskal-Wallis
Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Regulation of Apoptosis Homo sapiens R-HSA-169911	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
Regulation of beta-cell development Homo sapiens R-HSA-186712	Reactome_2016	63	0.444444444444457	1	0.505	Kruskal-Wallis
Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Regulation of Complement cascade Homo sapiens R-HSA-977606	Reactome_2016	63	0.278549382716051	1	0.598	Kruskal-Wallis
Regulation of DNA replication Homo sapiens R-HSA-69304	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Regulation of FZD by ubiquitination Homo sapiens R-HSA-4641263	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Regulation of gene expression in beta cells Homo sapiens R-HSA-210745	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Regulation of Glucokinase by Glucokinase Regulatory Protein Homo sapiens R-HSA-170822	Reactome_2016	63	2.73167438271605	1	0.0984	Kruskal-Wallis
Regulation of HSF1-mediated heat shock response Homo sapiens R-HSA-3371453	Reactome_2016	63	4.39834104938268	1	0.036	Kruskal-Wallis
Regulation of Hypoxia-inducible Factor (HIF) by oxygen Homo sapiens R-HSA-1234174	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Regulation of IFNA signaling Homo sapiens R-HSA-912694	Reactome_2016	63	0.111111111111114	1	0.739	Kruskal-Wallis
Regulation of insulin secretion Homo sapiens R-HSA-422356	Reactome_2016	63	0.140625	1	0.708	Kruskal-Wallis
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) Homo sapiens R-HSA-381426	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Regulation of KIT signaling Homo sapiens R-HSA-1433559	Reactome_2016	63	0.501736111111114	1	0.479	Kruskal-Wallis
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) Homo sapiens R-HSA-400206	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Regulation of mitotic cell cycle Homo sapiens R-HSA-453276	Reactome_2016	63	0.23630401234567	1	0.627	Kruskal-Wallis
Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Regulation of ornithine decarboxylase (ODC) Homo sapiens R-HSA-350562	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Regulation of PLK1 Activity at G2/M Transition Homo sapiens R-HSA-2565942	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Regulation of RAS by GAPs Homo sapiens R-HSA-5658442	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
Regulation of signaling by CBL Homo sapiens R-HSA-912631	Reactome_2016	63	1.36111111111111	1	0.243	Kruskal-Wallis
Regulation of TNFR1 signaling Homo sapiens R-HSA-5357905	Reactome_2016	63	0.790123456790155	1	0.374	Kruskal-Wallis
Regulation of TP53 Activity Homo sapiens R-HSA-5633007	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Regulation of TP53 Activity through Acetylation Homo sapiens R-HSA-6804758	Reactome_2016	63	4.39834104938268	1	0.036	Kruskal-Wallis
Regulation of TP53 Activity through Methylation Homo sapiens R-HSA-6804760	Reactome_2016	63	3.31037808641977	1	0.0688	Kruskal-Wallis
Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Regulation of TP53 Degradation Homo sapiens R-HSA-6804757	Reactome_2016	63	0.444444444444457	1	0.505	Kruskal-Wallis
Regulation of TP53 Expression and Degradation Homo sapiens R-HSA-6806003	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Removal of licensing factors from origins Homo sapiens R-HSA-69300	Reactome_2016	63	0.865933641975317	1	0.352	Kruskal-Wallis
Reproduction Homo sapiens R-HSA-1474165	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
Resolution of Abasic Sites (AP sites) Homo sapiens R-HSA-73933	Reactome_2016	63	1.14371141975309	1	0.285	Kruskal-Wallis
Resolution of AP sites via the multiple-nucleotide patch replacement pathway Homo sapiens R-HSA-110373	Reactome_2016	63	1.890625	1	0.169	Kruskal-Wallis
Resolution of D-Loop Structures Homo sapiens R-HSA-5693537	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Resolution of D-loop Structures through Holliday Junction Intermediates Homo sapiens R-HSA-5693568	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA) Homo sapiens R-HSA-5693554	Reactome_2016	63	1.49382716049382	1	0.222	Kruskal-Wallis
Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	Reactome_2016	63	0.5625	1	0.453	Kruskal-Wallis
Respiratory electron transport Homo sapiens R-HSA-611105	Reactome_2016	63	0.501736111111114	1	0.479	Kruskal-Wallis
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. Homo sapiens R-HSA-163200	Reactome_2016	63	0.501736111111114	1	0.479	Kruskal-Wallis
Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
Retinoid metabolism and transport Homo sapiens R-HSA-975634	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Retrograde transport at the Trans-Golgi-Network Homo sapiens R-HSA-6811440	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054	Reactome_2016	63	1.96778549382717	1	0.161	Kruskal-Wallis
Rho GTPase cycle Homo sapiens R-HSA-194840	Reactome_2016	63	0.583526234567898	1	0.445	Kruskal-Wallis
RHO GTPase Effectors Homo sapiens R-HSA-195258	Reactome_2016	63	0.278549382716051	1	0.598	Kruskal-Wallis
RHO GTPases activate CIT Homo sapiens R-HSA-5625900	Reactome_2016	63	0.197530864197546	1	0.657	Kruskal-Wallis
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
RHO GTPases activate PAKs Homo sapiens R-HSA-5627123	Reactome_2016	63	0.945216049382708	1	0.331	Kruskal-Wallis
RHO GTPases activate PKNs Homo sapiens R-HSA-5625740	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
RHO GTPases Activate ROCKs Homo sapiens R-HSA-5627117	Reactome_2016	63	2.16743827160491	1	0.141	Kruskal-Wallis
RHO GTPases Activate WASPs and WAVEs Homo sapiens R-HSA-5663213	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways Homo sapiens R-HSA-168928	Reactome_2016	63	0.521604938271565	1	0.47	Kruskal-Wallis
RIP-mediated NFkB activation via ZBP1 Homo sapiens R-HSA-1810476	Reactome_2016	63	0.00694444444445708	1	0.934	Kruskal-Wallis
RIPK1-mediated regulated necrosis Homo sapiens R-HSA-5213460	Reactome_2016	63	0.0123456790123271	1	0.912	Kruskal-Wallis
RMTs methylate histone arginines Homo sapiens R-HSA-3214858	Reactome_2016	63	7.48630401234567	1	0.00622	Kruskal-Wallis
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-167160	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-77075	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
RNA Polymerase I Chain Elongation Homo sapiens R-HSA-73777	Reactome_2016	63	0.26408179012347	1	0.607	Kruskal-Wallis
RNA Polymerase I Promoter Clearance Homo sapiens R-HSA-73854	Reactome_2016	63	0.23630401234567	1	0.627	Kruskal-Wallis
RNA Polymerase I Promoter Escape Homo sapiens R-HSA-73772	Reactome_2016	63	0.37345679012347	1	0.541	Kruskal-Wallis
RNA Polymerase I Transcription Homo sapiens R-HSA-73864	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
RNA Polymerase I Transcription Initiation Homo sapiens R-HSA-73762	Reactome_2016	63	0.210069444444457	1	0.647	Kruskal-Wallis
RNA Polymerase I Transcription Termination Homo sapiens R-HSA-73863	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription Homo sapiens R-HSA-504046	Reactome_2016	63	0.0557484567901554	1	0.813	Kruskal-Wallis
RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505	Reactome_2016	63	2.96604938271605	1	0.085	Kruskal-Wallis
RNA Polymerase II Transcription Elongation Homo sapiens R-HSA-75955	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase II Transcription Homo sapiens R-HSA-73857	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase II Transcription Termination Homo sapiens R-HSA-73856	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
RNA Polymerase III Abortive And Retractive Initiation Homo sapiens R-HSA-749476	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
RNA Polymerase III Chain Elongation Homo sapiens R-HSA-73780	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
RNA Polymerase III Transcription Homo sapiens R-HSA-74158	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
RNA Polymerase III Transcription Initiation From Type 1 Promoter Homo sapiens R-HSA-76061	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
RNA Polymerase III Transcription Initiation From Type 2 Promoter Homo sapiens R-HSA-76066	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
RNA Polymerase III Transcription Initiation From Type 3 Promoter Homo sapiens R-HSA-76071	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
RNA Polymerase III Transcription Initiation Homo sapiens R-HSA-76046	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Role of LAT2/NTAL/LAB on calcium mobilization Homo sapiens R-HSA-2730905	Reactome_2016	63	2.87114197530866	1	0.0902	Kruskal-Wallis
Role of phospholipids in phagocytosis Homo sapiens R-HSA-2029485	Reactome_2016	63	3.515625	1	0.0608	Kruskal-Wallis
RORA activates gene expression Homo sapiens R-HSA-1368082	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
ROS, RNS production in response to bacteria Homo sapiens R-HSA-1222556	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
rRNA modification in the nucleus Homo sapiens R-HSA-6790901	Reactome_2016	63	8.91685956790124	1	0.00283	Kruskal-Wallis
rRNA processing Homo sapiens R-HSA-72312	Reactome_2016	63	2.41975308641977	1	0.12	Kruskal-Wallis
S Phase Homo sapiens R-HSA-69242	Reactome_2016	63	0.918402777777771	1	0.338	Kruskal-Wallis
S33 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358747	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
S37 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358749	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
S45 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358751	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
SALM protein interactions at the synapse Homo sapiens R-HSA-8849932	Reactome_2016	63	1	1	0.317	Kruskal-Wallis
Scavenging by Class A Receptors Homo sapiens R-HSA-3000480	Reactome_2016	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Scavenging of heme from plasma Homo sapiens R-HSA-2168880	Reactome_2016	63	1.17361111111111	1	0.279	Kruskal-Wallis
SCF-beta-TrCP mediated degradation of Emi1 Homo sapiens R-HSA-174113	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Selenoamino acid metabolism Homo sapiens R-HSA-2408522	Reactome_2016	63	0.717785493827165	1	0.397	Kruskal-Wallis
Selenocysteine synthesis Homo sapiens R-HSA-2408557	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Sema3A PAK dependent Axon repulsion Homo sapiens R-HSA-399954	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Sema4D in semaphorin signaling Homo sapiens R-HSA-400685	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Sema4D induced cell migration and growth-cone collapse Homo sapiens R-HSA-416572	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
Semaphorin interactions Homo sapiens R-HSA-373755	Reactome_2016	63	0.00694444444445708	1	0.934	Kruskal-Wallis
Senescence-Associated Secretory Phenotype (SASP) Homo sapiens R-HSA-2559582	Reactome_2016	63	0.210069444444457	1	0.647	Kruskal-Wallis
Separation of Sister Chromatids Homo sapiens R-HSA-2467813	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
Serotonin Neurotransmitter Release Cycle Homo sapiens R-HSA-181429	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
SHC-mediated cascade:FGFR1 Homo sapiens R-HSA-5654688	Reactome_2016	63	0.5625	1	0.453	Kruskal-Wallis
SHC-mediated cascade:FGFR2 Homo sapiens R-HSA-5654699	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
SHC-mediated cascade:FGFR3 Homo sapiens R-HSA-5654704	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
SHC-mediated cascade:FGFR4 Homo sapiens R-HSA-5654719	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
SHC1 events in EGFR signaling Homo sapiens R-HSA-180336	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
SHC1 events in ERBB2 signaling Homo sapiens R-HSA-1250196	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
Sialic acid metabolism Homo sapiens R-HSA-4085001	Reactome_2016	63	1.74093364197532	1	0.187	Kruskal-Wallis
Signal amplification Homo sapiens R-HSA-392518	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Signal transduction by L1 Homo sapiens R-HSA-445144	Reactome_2016	63	0.00694444444445708	1	0.934	Kruskal-Wallis
Signaling by BMP Homo sapiens R-HSA-201451	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Signaling by cytosolic FGFR1 fusion mutants Homo sapiens R-HSA-1839117	Reactome_2016	63	0.765625	1	0.382	Kruskal-Wallis
Signaling by EGFR Homo sapiens R-HSA-177929	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Signaling by EGFR in Cancer Homo sapiens R-HSA-1643713	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Signaling by EGFRvIII in Cancer Homo sapiens R-HSA-5637812	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Signaling by ERBB2 Homo sapiens R-HSA-1227986	Reactome_2016	63	1.1141975308642	1	0.291	Kruskal-Wallis
Signaling by ERBB4 Homo sapiens R-HSA-1236394	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Signaling by FGFR Homo sapiens R-HSA-190236	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Signaling by FGFR in disease Homo sapiens R-HSA-1226099	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Signaling by FGFR1 Homo sapiens R-HSA-5654736	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Signaling by FGFR1 in disease Homo sapiens R-HSA-5655302	Reactome_2016	63	0.0123456790123271	1	0.912	Kruskal-Wallis
Signaling by FGFR2 Homo sapiens R-HSA-5654738	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Signaling by FGFR2 IIIa TM Homo sapiens R-HSA-8851708	Reactome_2016	63	1.52797067901233	1	0.216	Kruskal-Wallis
Signaling by FGFR2 in disease Homo sapiens R-HSA-5655253	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Signaling by FGFR3 Homo sapiens R-HSA-5654741	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Signaling by FGFR3 in disease Homo sapiens R-HSA-5655332	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Signaling by FGFR3 point mutants in cancer Homo sapiens R-HSA-8853338	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Signaling by FGFR4 Homo sapiens R-HSA-5654743	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Signaling by GPCR Homo sapiens R-HSA-372790	Reactome_2016	63	0.187503149407945	1	0.665	Kruskal-Wallis
Signaling by Hedgehog Homo sapiens R-HSA-5358351	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
Signaling by Hippo Homo sapiens R-HSA-2028269	Reactome_2016	63	1.08506944444446	1	0.298	Kruskal-Wallis
Signaling by Insulin receptor Homo sapiens R-HSA-74752	Reactome_2016	63	0.197530864197546	1	0.657	Kruskal-Wallis
Signaling by Interleukins Homo sapiens R-HSA-449147	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
