	pathway	X0285.015.009	X1005.015.008	X1016.015.020	X1018.015.022	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1480.019.118	X1484.019.122	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1553.019.191	X1554.019.192	X1555.019.193	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1571.019.209	X1575.019.213	X1581.019.219
229	GLI3 is processed to GLI3R by the proteasome Homo sapiens R-HSA-5610785	-1.62811428599199	NA	-1.61535196263079	NA	-1.67733601890068	1.84866484736608	NA	1.72433296429574	NA	NA	-1.74060990153561	NA	NA	NA	1.69806717984797	-1.8063832057058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230	Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	NA	NA	NA	NA	NA	NA	-1.55127093596069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	Glucagon-type ligand receptors Homo sapiens R-HSA-420092	NA	NA	NA	NA	NA	NA	1.57523507373284	-1.62715046716914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	Glucose transport Homo sapiens R-HSA-70153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62202047084857	NA	NA	NA	NA	NA	NA	NA	NA	NA
233	Glucuronidation Homo sapiens R-HSA-156588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52704690825048	NA	NA	NA	NA	NA	NA	-1.89127008340452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	Glutathione conjugation Homo sapiens R-HSA-156590	NA	-1.78531265088559	NA	NA	NA	NA	-1.4833357044877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	Glycolysis Homo sapiens R-HSA-70171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62737021141995	NA	NA	NA	NA	NA	NA	NA	NA	NA
236	Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316	NA	NA	NA	NA	NA	NA	1.44084605491671	NA	NA	NA	NA	1.41990565900324	NA	1.47450693956116	1.43098118817086	NA	-1.56126819457616	NA	1.57924450932953	NA	1.62254410833105	NA	NA	NA	NA	NA	1.43420189802698	NA	-1.7380990727669	NA	-1.69911718084096	NA	NA	NA	NA
237	Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.54931882014166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	Golgi-to-ER retrograde transport Homo sapiens R-HSA-8856688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43099558393787	NA	NA	NA	NA	NA	NA	NA
239	GPCR downstream signaling Homo sapiens R-HSA-388396	NA	1.26993358283887	NA	NA	-1.43742986758748	NA	1.85418025047376	-1.28422438726886	NA	1.88326374858288	-1.83734697283495	NA	1.7136508874503	NA	1.64983710353344	-1.33932782206168	-1.89723564924883	1.82639820031242	NA	-1.59732376334014	-1.33720008647741	-1.66967726361457	NA	NA	1.32988614177359	1.7090518911283	NA	1.76967455214824	NA	-1.44459453480393	NA	1.59110175292647	-1.48538970008364	NA	NA
240	GPCR ligand binding Homo sapiens R-HSA-500792	NA	1.2814154935341	NA	NA	-1.54245074358747	NA	1.8631576713173	-1.35089036638159	NA	1.99626224713976	-1.96467021353004	NA	1.81536019737464	NA	1.74277553219168	-1.32673215174203	-1.98072488562845	1.83673656414257	1.53792944685273	-1.58237281766324	NA	-1.74230194789117	NA	NA	1.33554052556296	1.67469637714432	1.30790030900311	1.83366769010066	-1.40229816728099	-1.48981309148317	NA	1.56303831972439	-1.56112033131924	NA	NA
241	GPVI-mediated activation cascade Homo sapiens R-HSA-114604	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59629585721795	-1.76699939224984	NA	1.76507699332573	NA	1.6789330063549	NA	-1.66497828647552	1.90826201053463	1.7193958753015	NA	NA	NA	NA	NA	NA	NA	NA	1.6757732484337	NA	NA	NA	1.6674657640989	NA	NA	NA
242	GRB2 events in EGFR signaling Homo sapiens R-HSA-179812	NA	NA	NA	NA	-1.34245916346105	NA	1.46261656141369	NA	NA	NA	-1.40855345699908	NA	NA	NA	1.54570213167251	NA	-1.43885238685923	NA	1.3468488731563	NA	NA	NA	NA	NA	NA	NA	1.5080731775163	NA	NA	NA	-1.52313227114106	NA	NA	NA	NA
243	GRB2:SOS provides linkage to MAPK signaling for Integrins Homo sapiens R-HSA-354194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.56539873884843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7725628944652	NA	NA	NA	NA
244	Growth hormone receptor signaling Homo sapiens R-HSA-982772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.82789725063811	NA	1.72864490546369	NA	1.76418288612101	NA	-1.52362720831723	1.66669541320608	1.94100693606924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706	NA	-1.86036461371405	-1.79462035301738	NA	-2.45403508556291	2.47865475986983	NA	2.28268846703738	NA	-1.96467058967227	-1.56383960234884	2.19053804305163	1.90347116041038	NA	1.49499566285454	-1.6906098954233	-1.93650910136904	NA	NA	NA	1.74507033475212	-1.76530336449686	NA	-1.60814643700543	-1.6801189730456	NA	NA	-1.62105154465515	NA	NA	-2.27500663110701	NA	NA	NA	-1.68463115193555
246	HDMs demethylate histones Homo sapiens R-HSA-3214842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.88259617511692	NA	2.01332070267237	NA	NA	NA	NA	NA
247	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567	NA	-1.63729294676826	-1.55687354931645	NA	-1.43769972649188	1.52249556485647	-1.81491952533291	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.60467955977696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66637709592279	NA	-1.49632934643953	NA	NA	NA	NA	NA
248	HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942	NA	-1.60927506144232	-1.57278950736052	NA	NA	1.6644634253865	-1.81020338100707	NA	-1.56984021787252	NA	NA	NA	NA	NA	NA	NA	-1.63936840259434	NA	NA	NA	1.59475854693334	NA	NA	NA	NA	NA	NA	-1.5934737662148	NA	-1.53413073752626	NA	NA	NA	NA	NA
249	HDR through Single Strand Annealing (SSA) Homo sapiens R-HSA-5685938	NA	NA	NA	NA	NA	NA	-1.69357430304862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250	Hedgehog ligand biogenesis Homo sapiens R-HSA-5358346	NA	NA	NA	NA	-1.39097335870751	NA	NA	NA	NA	NA	-1.65552672826699	NA	NA	NA	NA	NA	NA	1.59858238689953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	Hemostasis Homo sapiens R-HSA-109582	NA	NA	NA	NA	-1.61842400365048	NA	1.45540111211691	NA	NA	1.43217821329454	-1.66224516535959	NA	1.4222497701332	1.41781359572824	1.70874346375122	NA	-1.9764775735395	1.50778801808364	NA	NA	NA	-1.5288164757611	NA	NA	NA	1.69016228549828	NA	1.33869817567693	-1.40430294804615	-1.49517696440926	NA	1.41278046838645	NA	NA	NA
252	Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60416703791983	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79622653290237	NA	NA	NA	NA
253	Hh mutants abrogate ligand secretion Homo sapiens R-HSA-5387390	NA	NA	-1.66017049492552	NA	-1.48913100858986	NA	NA	NA	NA	NA	-1.79897420160527	NA	NA	NA	1.42764391722172	NA	NA	1.63500030715256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD Homo sapiens R-HSA-5362768	NA	NA	-1.72106471154967	NA	-1.67131044218164	1.62236756387822	NA	1.70152046934648	NA	NA	-1.84601136164074	NA	NA	NA	1.77850979903028	-1.61496695064959	NA	1.64433413562263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	HIV elongation arrest and recovery Homo sapiens R-HSA-167287	NA	NA	NA	NA	NA	1.63927580999074	NA	NA	NA	NA	NA	1.62947138911466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	HIV Infection Homo sapiens R-HSA-162906	NA	NA	NA	NA	-1.56884805269349	1.42601108262706	NA	NA	NA	NA	-1.62564968285656	NA	NA	NA	1.51757646659187	-1.6555803135874	-1.34921199701034	1.45462751569417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	HIV Life Cycle Homo sapiens R-HSA-162587	NA	NA	NA	NA	-1.37748097169303	1.36069971735289	NA	1.5545202004457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	Homologous DNA Pairing and Strand Exchange Homo sapiens R-HSA-5693579	NA	NA	NA	NA	-1.48451780009963	1.54840617229273	-1.92700025031942	1.57739678130866	-1.5593113958139	NA	NA	NA	NA	NA	NA	NA	-1.57486515653114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64566387545854	NA	NA	NA	NA	NA
259	Homology Directed Repair Homo sapiens R-HSA-5693538	NA	-1.65149226409319	-1.54871485292803	NA	-1.47524560423801	1.50615702840939	-1.87275765914893	1.49913276543607	-1.52932222234657	NA	NA	NA	NA	NA	NA	NA	-1.560677135787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67849158659058	NA	-1.50034636770333	NA	NA	NA	NA	NA
260	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis Homo sapiens R-HSA-163560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.85129642705415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	Host Interactions of HIV factors Homo sapiens R-HSA-162909	NA	NA	NA	NA	-1.5669263497025	NA	NA	NA	NA	NA	-1.84053065179802	NA	NA	NA	1.75223335127509	-1.82061823529027	-1.44344156466252	1.59495239605416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.41026527632455	NA	NA	NA	NA	NA
262	Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4781398581924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	HS-GAG biosynthesis Homo sapiens R-HSA-2022928	NA	NA	NA	NA	NA	1.70110481119855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59673932031104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7653105142887	NA	NA	NA	NA
264	HS-GAG degradation Homo sapiens R-HSA-2024096	NA	NA	-1.57204593071438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	Hyaluronan metabolism Homo sapiens R-HSA-2142845	NA	NA	NA	NA	-1.84357203519749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58192281479693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	IGF1R signaling cascade Homo sapiens R-HSA-2428924	NA	NA	NA	NA	-1.26742727958181	NA	1.44929300247701	NA	NA	NA	-1.29699033649592	NA	NA	NA	1.49142975249574	NA	-1.37609560618497	NA	1.33036653602233	NA	NA	NA	NA	NA	NA	NA	1.41534537564871	NA	NA	NA	-1.52301899809301	NA	NA	NA	NA
267	IKK complex recruitment mediated by RIP1 Homo sapiens R-HSA-937041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4772320381584	NA	NA	NA	1.68281854633984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	IL-6-type cytokine receptor ligand interactions Homo sapiens R-HSA-6788467	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88032798836063	-1.65805867463741	NA	1.69886454006202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	Immune System Homo sapiens R-HSA-168256	-1.37427115428658	NA	NA	NA	-1.69788773823819	NA	1.35858044873413	NA	NA	1.87994572219612	-2.2164350242979	NA	1.92809171596776	NA	2.20350841674842	-1.48859898585191	-1.89609380439945	2.08903858124758	NA	-1.69731758986797	NA	-1.44143192556026	NA	NA	NA	1.71749584896215	NA	1.38181980129892	-1.34773464887693	-1.3213409557876	NA	1.61525368863704	-1.38400037027867	NA	NA
270	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell Homo sapiens R-HSA-198933	-1.77788077814653	1.97932671976508	NA	-1.90822366091133	-1.88626908201404	NA	1.64113605325058	NA	-1.6174459593169	2.07118296047456	-2.42902318877961	1.44948761194072	2.27306539503508	NA	2.73386586846297	-1.87891209607447	-2.26916722214043	2.35609439752531	2.13529653422995	-2.34793678828236	NA	-1.93868536670674	NA	NA	NA	2.03291722929563	NA	1.73616132740182	-1.66787284486923	-1.94263965119022	NA	2.09529290897224	-1.60981172432523	2.02177539422859	NA
271	Inactivation of APC/C via direct inhibition of the APC/C complex Homo sapiens R-HSA-141430	NA	NA	NA	NA	-1.57534409064362	NA	NA	1.67609268008751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	Incretin synthesis, secretion, and inactivation Homo sapiens R-HSA-400508	NA	NA	NA	NA	NA	NA	1.54004560511111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	Infectious disease Homo sapiens R-HSA-5663205	NA	NA	-1.41944981399324	NA	-1.96152176224184	NA	NA	NA	NA	NA	-1.64030476802648	1.61192022401269	1.39705552991168	NA	1.6205184371471	-1.66449071184783	-1.63357790016094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.28912675316636	NA	NA	NA	NA
274	Inflammasomes Homo sapiens R-HSA-622312	NA	NA	NA	NA	-1.59771047659336	NA	NA	NA	NA	NA	-1.79334280389666	NA	NA	NA	1.64580481326061	NA	-1.61874245064354	1.73589989152816	1.83587519745374	NA	NA	NA	NA	NA	NA	1.67585271238874	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	Influenza Infection Homo sapiens R-HSA-168254	NA	-1.4957681135859	-1.54922521377806	NA	-2.23237247862825	2.37610333745551	NA	1.98170644715749	NA	-1.41011994167825	-1.60889417522938	1.99382549383226	1.73016301828458	NA	1.30952807657293	-1.58257272232384	-1.65039072755763	NA	NA	NA	NA	-1.64218595701786	NA	NA	-1.63743787951931	NA	NA	-1.4538070132251	NA	NA	-1.66234529467651	NA	NA	NA	NA
276	Influenza Life Cycle Homo sapiens R-HSA-168255	NA	-1.68409888787612	-1.64778938861766	NA	-2.26571816336171	2.41290809126828	NA	2.19755424288257	NA	-1.65400716570074	-1.43815827798872	1.97365375970715	1.69048374076819	NA	NA	-1.60023842346366	-1.67444969761322	NA	NA	NA	NA	-1.61893270780785	NA	NA	-1.68960230936291	NA	NA	-1.64739227219802	NA	NA	-1.8005810864141	NA	NA	NA	-1.55805919195959
277	Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	NA	-1.70708016567457	-1.64860710252751	NA	-2.30768386140817	2.45430514034201	NA	2.21753460113248	NA	-1.71729673656804	-1.37230210012985	1.92550389952921	1.78714447220112	NA	NA	-1.5679987072145	-1.65934573306741	NA	-1.37692977282434	NA	NA	-1.62206753956212	NA	-1.49637758319918	-1.73292071056857	NA	NA	-1.69871322066172	NA	NA	-1.81297231461322	NA	NA	NA	-1.56671256596937
278	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components Homo sapiens R-HSA-141405	NA	NA	NA	NA	-1.57534409064362	NA	NA	1.67609268008751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	Initial triggering of complement Homo sapiens R-HSA-166663	-1.76270675742828	NA	NA	-1.986970397743	-1.44440885729037	NA	NA	NA	-1.67390678736582	1.8106991201532	-1.90099465943743	1.7354507357445	2.10684282591769	NA	2.45786302089462	NA	-1.71834750008435	1.70785801881606	NA	-2.15045113651415	2.21412907860123	NA	NA	-2.15001180469259	NA	1.65680155578642	1.53323068064389	-1.85420759142181	-1.70032417942991	-1.72121913814271	NA	NA	NA	2.42049401150031	NA
280	Innate Immune System Homo sapiens R-HSA-168249	-1.29149370105944	NA	NA	NA	-1.69909816874423	NA	1.47974828889681	NA	NA	1.81176114021224	-2.05115903765649	NA	1.7594749595126	NA	2.07702059432683	-1.33591246058883	-1.82330063407192	1.90556341350797	NA	-1.67055648488442	NA	-1.45876686278571	NA	NA	NA	1.68843199674818	1.26416053303297	1.33946265037933	-1.36102521557593	-1.22580592689329	NA	1.55272670190661	NA	1.3426620662602	NA
281	Insulin receptor signalling cascade Homo sapiens R-HSA-74751	NA	NA	NA	NA	-1.28728055573021	NA	1.42954869457305	NA	NA	NA	-1.33329911943539	NA	NA	NA	1.51678960609499	NA	-1.39603394936383	NA	1.33654100524925	NA	NA	NA	NA	NA	NA	NA	1.42196390047408	NA	NA	NA	-1.52374977514705	NA	NA	NA	NA
282	Integration of energy metabolism Homo sapiens R-HSA-163685	NA	NA	NA	NA	1.38944897314458	NA	NA	-1.44804705163984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	Integrin alphaIIb beta3 signaling Homo sapiens R-HSA-354192	NA	NA	NA	NA	NA	NA	1.53268442225033	NA	NA	1.68580875862097	NA	1.66271959075113	NA	NA	NA	NA	-1.69442149513233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71011398735848	NA	NA	NA	NA
284	Integrin cell surface interactions Homo sapiens R-HSA-216083	NA	NA	NA	NA	-1.76545085071135	NA	1.55450165386287	-1.44486689443972	NA	NA	-1.83447367048093	1.68964816925297	1.62096880834967	NA	1.90006397028686	NA	-2.03505307953298	1.6573322978038	2.20469425041955	-1.68079675976747	NA	-1.76576184567231	NA	NA	NA	1.71290379301832	1.68069820782117	NA	NA	-1.78300822279026	-1.75321592767499	NA	NA	NA	NA
285	Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095	NA	NA	NA	NA	NA	NA	1.71175806552011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	NA	NA	NA	NA	-1.55587305348209	NA	-1.72722708832156	NA	NA	NA	NA	NA	NA	NA	1.46504770181372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
287	Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	NA	NA	NA	NA	NA	NA	-1.66672610047408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
288	Interferon alpha/beta signaling Homo sapiens R-HSA-909733	NA	1.63634216105921	NA	NA	NA	NA	NA	NA	NA	2.14956365911303	-2.39355369644521	NA	2.08675912091415	NA	2.31828265518039	NA	-1.51491494696194	2.20924100971151	2.21120186665166	-1.72402095466206	NA	NA	NA	2.27109206989382	NA	1.67681178789809	1.59121086967991	1.53010247168227	NA	NA	NA	NA	NA	NA	NA
289	Interferon gamma signaling Homo sapiens R-HSA-877300	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75359521606196	-2.28964124682839	NA	2.07553882598444	-1.63580032199379	2.30150276036413	-1.42031910687096	-1.53416058940491	2.2270165758165	2.33103837371362	-1.73118709613326	NA	NA	1.51986131584443	NA	NA	1.53667122169771	NA	NA	NA	NA	NA	NA	NA	NA	NA
290	Interferon Signaling Homo sapiens R-HSA-913531	NA	1.34089655999879	NA	NA	NA	NA	NA	NA	NA	1.70275587616772	-2.39970151366836	NA	2.01363254916506	-1.54152718253111	2.3339920682326	-1.36978542194002	-1.45654275918813	2.28914191200632	2.28866432483797	-1.79102865950262	NA	NA	1.40084142699365	NA	NA	1.51489816868809	NA	1.43832942601786	NA	NA	NA	1.44479614137408	-1.54117374607723	NA	NA
291	Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	NA	NA	NA	NA	-1.34805791009958	NA	1.46542653756266	NA	NA	NA	-1.40233576962894	NA	NA	NA	1.55285728053837	NA	-1.44972316831568	NA	1.36391832315355	NA	NA	NA	NA	NA	NA	NA	1.43577223168786	NA	NA	NA	-1.49370940868692	NA	NA	NA	NA
292	Interleukin-1 signaling Homo sapiens R-HSA-446652	NA	NA	NA	NA	-1.76492565392998	1.65741657622332	NA	NA	NA	1.84771200178954	-1.74342432562483	1.77476340561445	1.70704329227842	NA	1.49148221503092	NA	-1.71398233463445	1.51614992635041	2.00855107471713	NA	NA	NA	1.64197423960918	1.75315486123996	NA	NA	NA	1.69750992262125	NA	NA	NA	NA	NA	NA	NA
293	Interleukin-2 signaling Homo sapiens R-HSA-451927	NA	NA	NA	NA	-1.35951639918731	NA	1.44043548534254	NA	NA	NA	-1.4688319293182	NA	NA	NA	1.62157950876663	NA	-1.47586717502775	1.33753908100663	1.39719216813062	NA	NA	NA	NA	NA	NA	NA	1.42449289740588	NA	NA	NA	-1.4906104860611	NA	NA	NA	NA
294	Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	NA	NA	NA	NA	-1.41089608736829	NA	1.43359910512271	NA	NA	NA	-1.46606516298477	NA	NA	NA	1.61577934476259	NA	-1.51701539947183	1.33392594534865	1.41136786729162	NA	NA	NA	NA	NA	NA	NA	1.41160429977243	NA	NA	NA	-1.49747089824289	NA	NA	NA	NA
295	Interleukin-6 family signaling Homo sapiens R-HSA-6783589	NA	NA	NA	NA	-1.54390613555104	NA	NA	NA	NA	1.99807687979045	-1.81331019127872	NA	1.81043496580268	NA	NA	NA	NA	1.70638505815096	1.73268809890481	-1.73784126673991	NA	NA	NA	NA	NA	NA	NA	1.66019692268753	NA	-1.61330175576794	NA	NA	NA	NA	NA
296	Intraflagellar transport Homo sapiens R-HSA-5620924	NA	-1.81661784176995	NA	1.89236346134893	1.7961212947399	-2.00818393740299	-2.44543123513105	-1.76688764671159	NA	NA	NA	-1.92919823770872	-1.68025296849959	-1.83945572050931	-2.06546381935586	1.78623466180882	2.29939562444869	-1.68152572893799	-1.81229993614484	NA	-1.9144598797603	NA	-2.0275017826136	NA	-1.93195425948541	NA	-1.89846408919477	NA	NA	-1.67729497287518	2.11431937456528	NA	1.92279548878035	NA	1.90796824168551
297	Intrinsic Pathway for Apoptosis Homo sapiens R-HSA-109606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43583276122196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	Ion channel transport Homo sapiens R-HSA-983712	NA	NA	NA	NA	NA	NA	1.75628484460924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	Ion homeostasis Homo sapiens R-HSA-5578775	NA	NA	NA	NA	NA	NA	1.54053062495896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	IRE1alpha activates chaperones Homo sapiens R-HSA-381070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4872456951913	NA	NA	1.7292263222719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	IRS-mediated signalling Homo sapiens R-HSA-112399	NA	NA	NA	NA	-1.28943496090743	NA	1.43292483210846	NA	NA	NA	-1.33745312787393	NA	NA	NA	1.52766597373703	NA	-1.39923133014521	NA	1.3321792262611	NA	NA	NA	NA	NA	NA	NA	1.42462048060763	NA	NA	NA	-1.52096069967972	NA	NA	NA	NA
302	IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928	NA	NA	NA	NA	-1.26742727958181	NA	1.44929300247701	NA	NA	NA	-1.29699033649592	NA	NA	NA	1.49142975249574	NA	-1.37609560618497	NA	1.33036653602233	NA	NA	NA	NA	NA	NA	NA	1.41534537564871	NA	NA	NA	-1.52301899809301	NA	NA	NA	NA
303	ISG15 antiviral mechanism Homo sapiens R-HSA-1169408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7938160091372	NA	1.6716767424834	NA	1.84339135619738	NA	NA	1.66131049735842	1.53641244939521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	Kinesins Homo sapiens R-HSA-983189	NA	NA	NA	NA	NA	NA	-1.42433943257927	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59252471350646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7757345072492	NA	NA	NA	NA	NA
305	KSRP (KHSRP) binds and destabilizes mRNA Homo sapiens R-HSA-450604	NA	NA	NA	NA	NA	1.60281879454128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
