"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M5"	"IL1 and megakaryocytes in obesity WP2865"	"IL1 and megakaryocytes in obesity WP2865"	"3/119"	"24/6201"	0.010394893764273	0.11919478183033	0.101395805840978	"CCL2/IFNG/PLA2G7"	3
"M5"	"Cytokines and Inflammatory Response WP530"	"Cytokines and Inflammatory Response WP530"	"3/119"	"26/6201"	0.012987699549553	0.125772328071564	0.106991148114734	"IL10/IFNG/IL2"	3
"M5"	"Chemokine signaling pathway WP3929"	"Chemokine signaling pathway WP3929"	"8/119"	"164/6201"	0.0131880208314665	0.125772328071564	0.106991148114734	"CXCL13/CXCL9/CXCL10/CXCL11/CCL7/CCL19/XCR1/CXCR3"	8
"M5"	"Peptide GPCRs WP24"	"Peptide GPCRs WP24"	"5/119"	"74/6201"	0.0134493229051359	0.125772328071564	0.106991148114734	"SSTR2/C3AR1/OPRD1/FPR3/CXCR3"	5
"M5"	"Toll-like Receptor Signaling Pathway WP75"	"Toll-like Receptor Signaling Pathway WP75"	"6/119"	"103/6201"	0.0138934548451147	0.125772328071564	0.106991148114734	"CXCL9/CXCL10/CXCL11/CD86/IFNA1/CD80"	6
"M5"	"Type III interferon signaling WP2113"	"Type III interferon signaling WP2113"	"2/119"	"10/6201"	0.0148601674646106	0.127797440195651	0.108713856714783	"IFNL2/IFNL1"	2
"M5"	"Regulation of toll-like receptor signaling pathway WP1449"	"Regulation of toll-like receptor signaling pathway WP1449"	"7/119"	"139/6201"	0.0170621132812785	0.139746832589519	0.118878884516176	"CXCL9/CXCL10/CXCL11/SOCS1/CD86/IFNA1/CD80"	7
"M5"	"Apoptosis WP254"	"Apoptosis WP254"	"5/119"	"84/6201"	0.0221793749195692	0.173402385734814	0.1475087614268	"GZMB/LTA/FASLG/PRF1/IRF4"	5
"M5"	"Complement and Coagulation Cascades WP558"	"Complement and Coagulation Cascades WP558"	"4/119"	"58/6201"	0.0246913027925533	0.184648003492138	0.157075107009836	"SERPING1/CR2/C3AR1/C4B"	4
"M5"	"Classical pathway of steroidogenesis, including diseases WP4523"	"Classical pathway of steroidogenesis, including diseases WP4523"	"2/119"	"15/6201"	0.0325775054897488	0.220627061976998	0.187681527630372	"CYP21A2/HSD11B1"	2
"M5"	"Fibrin Complement Receptor 3 Signaling Pathway WP4136"	"Fibrin Complement Receptor 3 Signaling Pathway WP4136"	"3/119"	"37/6201"	0.0333506023918718	0.220627061976998	0.187681527630372	"CXCL10/CCL2/NOS2"	3
"M5"	"miRNAs involvement in the immune response in sepsis WP4329"	"miRNAs involvement in the immune response in sepsis WP4329"	"3/119"	"37/6201"	0.0333506023918718	0.220627061976998	0.187681527630372	"IL10/GZMB/VCAM1"	3
"M5"	"Sleep regulation WP3591"	"Sleep regulation WP3591"	"3/119"	"38/6201"	0.0357161700569368	0.221244214208803	0.188206522490964	"CACNA1I/PTGDS/NLGN1"	3
"M5"	"B Cell Receptor Signaling Pathway WP23"	"B Cell Receptor Signaling Pathway WP23"	"5/119"	"97/6201"	0.0381250751807536	0.221244214208803	0.188206522490964	"CD79A/CR2/BLK/CD79B/IRF4"	5
"M5"	"Oxidative Damage WP3941"	"Oxidative Damage WP3941"	"3/119"	"40/6201"	0.0406999672531138	0.221244214208803	0.188206522490964	"CR2/C3AR1/C4B"	3
"M5"	"Leptin Insulin Overlap WP3935"	"Leptin Insulin Overlap WP3935"	"2/119"	"17/6201"	0.0411617142714052	0.221244214208803	0.188206522490964	"SOCS1/IRS4"	2
"M5"	"Platelet-mediated interactions with vascular and circulating cells WP4462"	"Platelet-mediated interactions with vascular and circulating cells WP4462"	"2/119"	"17/6201"	0.0411617142714052	0.221244214208803	0.188206522490964	"CCL2/VCAM1"	2
"M5"	"Serotonin and anxiety WP3947"	"Serotonin and anxiety WP3947"	"2/119"	"17/6201"	0.0411617142714052	0.221244214208803	0.188206522490964	"CAMK2B/GRM1"	2
"M5"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"4/119"	"71/6201"	0.0468665454002528	0.2442741154195	0.207797442125523	"CCL2/RSAD2/CAMK2B/IFNG"	4
"M5"	"Nanomaterial induced apoptosis WP2507"	"Nanomaterial induced apoptosis WP2507"	"2/119"	"20/6201"	0.0554129302911222	0.280324235590383	0.238464313017523	"FASLG/PRF1"	2
"M5"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"NO/cGMP/PKG mediated Neuroprotection WP4008"	"3/119"	"47/6201"	0.0607185062291997	0.298388087754924	0.253830747845376	"CAMK2B/NOS2/IFNG"	3
"M5"	"Photodynamic therapy-induced AP-1 survival signaling. WP3611"	"Photodynamic therapy-induced AP-1 survival signaling. WP3611"	"3/119"	"50/6201"	0.0704682039674419	0.330586465231852	0.281221044475076	"IFNG/IL2/FASLG"	3
"M5"	"The human immune response to tuberculosis WP4197"	"The human immune response to tuberculosis WP4197"	"2/119"	"23/6201"	0.0711145303115031	0.330586465231852	0.281221044475076	"SOCS1/IFIT1"	2
"M5"	"IL-7 Signaling Pathway WP205"	"IL-7 Signaling Pathway WP205"	"2/119"	"25/6201"	0.0822853619400747	0.372449532991917	0.316832834062891	"IL7R/IL2RA"	2
"M5"	"RIG-I-like Receptor Signaling WP3865"	"RIG-I-like Receptor Signaling WP3865"	"3/119"	"60/6201"	0.107529289764763	0.474231739475363	0.403416228807072	"CXCL10/IFNG/IFNA1"	3
"M5"	"PI3K-Akt Signaling Pathway WP4172"	"PI3K-Akt Signaling Pathway WP4172"	"10/119"	"340/6201"	0.116553498925068	0.501180045377792	0.426340430278538	"COL6A3/PRLR/TCL1A/COL2A1/IL2/FASLG/IL7R/IFNA1/HGF/IL2RA"	10
"M5"	"Lung fibrosis WP3624"	"Lung fibrosis WP3624"	"3/119"	"63/6201"	0.119876117852937	0.502894933431832	0.427799239577874	"GREM1/CCL2/HGF"	3
"M5"	"Monoamine Transport WP727"	"Monoamine Transport WP727"	"2/119"	"32/6201"	0.124948521998718	0.507223548949358	0.431481476768426	"ACHE/SYN1"	2
"M5"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"9/119"	"303/6201"	0.12680588723734	0.507223548949358	0.431481476768426	"PRLR/TCL1A/NOS2/COL2A1/IL2/IL7R/IRS4/HGF/IL2RA"	9
"M5"	"Prion disease pathway WP3995"	"Prion disease pathway WP3995"	"2/119"	"33/6201"	0.131413468164867	0.507290015823831	0.431538018356869	"PAX5/IRF4"	2
"M5"	"Folate Metabolism WP176"	"Folate Metabolism WP176"	"3/119"	"66/6201"	0.132721225070188	0.507290015823831	0.431538018356869	"CCL2/IFNG/IL2"	3
"M5"	"Photodynamic therapy-induced NF-kB survival signaling WP3617"	"Photodynamic therapy-induced NF-kB survival signaling WP3617"	"2/119"	"35/6201"	0.144564840499509	0.540546794911207	0.459828668865715	"IL2/VCAM1"	2
"M5"	"Melatonin metabolism and effects WP3298"	"Melatonin metabolism and effects WP3298"	"2/119"	"37/6201"	0.157977603139394	0.572425451373288	0.486946987398329	"ACHE/MTNR1A"	2
"M5"	"Primary Focal Segmental Glomerulosclerosis FSGS WP2572"	"Primary Focal Segmental Glomerulosclerosis FSGS WP2572"	"3/119"	"72/6201"	0.159746637592545	0.572425451373288	0.486946987398329	"CAMK2B/LMX1B/CD80"	3
"M5"	"Microglia Pathogen Phagocytosis Pathway WP3937"	"Microglia Pathogen Phagocytosis Pathway WP3937"	"2/119"	"40/6201"	0.178503528734911	0.612852471996296	0.521337170180448	"FCGR1A/FCER1G"	2
"M5"	"Prolactin Signaling Pathway WP2037"	"Prolactin Signaling Pathway WP2037"	"3/119"	"76/6201"	0.178624284476459	0.612852471996296	0.521337170180448	"SOCS1/PRLR/NOS2"	3
"M5"	"Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433"	"Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433"	"2/119"	"41/6201"	0.185436175579588	0.612852471996296	0.521337170180448	"AIM2/NLRP7"	2
"M5"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"5/119"	"158/6201"	0.186358815373522	0.612852471996296	0.521337170180448	"IL10/SSTR2/LMX1B/C4B/C4A"	5
"M5"	"Nucleotide GPCRs WP80"	"Nucleotide GPCRs WP80"	"1/119"	"11/6201"	0.192102851539997	0.612852471996296	0.521337170180448	"P2RY6"	1
"M5"	"IL-2 Signaling Pathway WP49"	"IL-2 Signaling Pathway WP49"	"2/119"	"42/6201"	0.192407171440698	0.612852471996296	0.521337170180448	"IL2/IL2RA"	2
"M5"	"IL-10 Anti-inflammatory Signaling Pathway  WP4495"	"IL-10 Anti-inflammatory Signaling Pathway  WP4495"	"1/119"	"12/6201"	0.20763431529876	0.63773396841762	0.542503192227964	"IL10"	1
"M5"	"Iron metabolism in placenta WP2007"	"Iron metabolism in placenta WP2007"	"1/119"	"12/6201"	0.20763431529876	0.63773396841762	0.542503192227964	"HAMP"	1
"M5"	"Prostaglandin Synthesis and Regulation WP98"	"Prostaglandin Synthesis and Regulation WP98"	"2/119"	"45/6201"	0.213511132882139	0.638789220259552	0.543400866683462	"HSD11B1/PTGDS"	2
"M5"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"2/119"	"46/6201"	0.220597070969744	0.638789220259552	0.543400866683462	"IFNG/IL2"	2
"M5"	"Dopamine metabolism WP2436"	"Dopamine metabolism WP2436"	"1/119"	"13/6201"	0.222869654849487	0.638789220259552	0.543400866683462	"TYR"	1
"M5"	"Serotonin and anxiety-related events WP3944"	"Serotonin and anxiety-related events WP3944"	"1/119"	"13/6201"	0.222869654849487	0.638789220259552	0.543400866683462	"NLGN1"	1
"M5"	"Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203"	"Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203"	"2/119"	"47/6201"	0.227702784958213	0.638789220259552	0.543400866683462	"IL7R/IL2RA"	2
"M5"	"ERK Pathway in Huntington's Disease WP3853"	"ERK Pathway in Huntington's Disease WP3853"	"1/119"	"14/6201"	0.237814469179304	0.638789220259552	0.543400866683462	"GRM1"	1
"M5"	"Hepatitis C and Hepatocellular Carcinoma WP3646"	"Hepatitis C and Hepatocellular Carcinoma WP3646"	"2/119"	"49/6201"	0.241960320509618	0.638789220259552	0.543400866683462	"NOS2/FASLG"	2
"M5"	"Synaptic signaling pathways associated with autism spectrum disorder WP4539"	"Synaptic signaling pathways associated with autism spectrum disorder WP4539"	"2/119"	"50/6201"	0.249105825365542	0.638789220259552	0.543400866683462	"CAMK2B/GRM1"	2
"M5"	"Vitamin B12 Metabolism WP1533"	"Vitamin B12 Metabolism WP1533"	"2/119"	"50/6201"	0.249105825365542	0.638789220259552	0.543400866683462	"CCL2/IFNG"	2
"M5"	"Biogenic Amine Synthesis WP550"	"Biogenic Amine Synthesis WP550"	"1/119"	"15/6201"	0.252474252299987	0.638789220259552	0.543400866683462	"ACHE"	1
"M5"	"GPCRs, Class C Metabotropic glutamate, pheromone WP501"	"GPCRs, Class C Metabotropic glutamate, pheromone WP501"	"1/119"	"15/6201"	0.252474252299987	0.638789220259552	0.543400866683462	"GRM1"	1
"M5"	"GPCRs, Other WP117"	"GPCRs, Other WP117"	"3/119"	"91/6201"	0.253839944833744	0.638789220259552	0.543400866683462	"SSTR2/GRM1/CXCR3"	3
"M5"	"Synaptic Vesicle Pathway WP2267"	"Synaptic Vesicle Pathway WP2267"	"2/119"	"51/6201"	0.256258466266913	0.638789220259552	0.543400866683462	"SLC18A1/SYN1"	2
"M5"	"ID signaling pathway WP53"	"ID signaling pathway WP53"	"1/119"	"16/6201"	0.266854395199486	0.644335363923845	0.548118822432157	"PAX5"	1
"M5"	"Vitamin D Receptor Pathway WP2877"	"Vitamin D Receptor Pathway WP2877"	"5/119"	"182/6201"	0.270715540594515	0.644335363923845	0.548118822432157	"BTLA/CTLA4/SLC8A1/IRF8/IRF4"	5
"M5"	"Ectoderm Differentiation WP2858"	"Ectoderm Differentiation WP2858"	"4/119"	"138/6201"	0.272845713977913	0.644335363923845	0.548118822432157	"CCL2/CTNNA2/NLGN1/JAKMIP1"	4
"M5"	"Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678"	"Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678"	"1/119"	"17/6201"	0.280960187757491	0.644335363923845	0.548118822432157	"VCAM1"	1
"M5"	"Canonical and Non-Canonical TGF-B signaling WP3874"	"Canonical and Non-Canonical TGF-B signaling WP3874"	"1/119"	"17/6201"	0.280960187757491	0.644335363923845	0.548118822432157	"GREM1"	1
"M5"	"Cells and Molecules involved in local acute inflammatory response  WP4493"	"Cells and Molecules involved in local acute inflammatory response  WP4493"	"1/119"	"17/6201"	0.280960187757491	0.644335363923845	0.548118822432157	"VCAM1"	1
"M5"	"RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018"	"RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018"	"2/119"	"55/6201"	0.28488437678957	0.6447383264185	0.548461611824795	"VCAM1/CALCR"	2
"M5"	"Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670"	"Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670"	"1/119"	"18/6201"	0.294796820625676	0.658507183735277	0.560174409664648	"COL2A1"	1
"M5"	"Preimplantation Embryo WP3527"	"Preimplantation Embryo WP3527"	"2/119"	"58/6201"	0.306297895931758	0.662994182207555	0.563991378989291	"BATF3/IRF4"	2
"M5"	"Apoptosis Modulation by HSP70 WP384"	"Apoptosis Modulation by HSP70 WP384"	"1/119"	"19/6201"	0.308369387073282	0.662994182207555	0.563991378989291	"FASLG"	1
"M5"	"Small Ligand GPCRs WP247"	"Small Ligand GPCRs WP247"	"1/119"	"19/6201"	0.308369387073282	0.662994182207555	0.563991378989291	"MTNR1A"	1
"M5"	"Calcium Regulation in the Cardiac Cell WP536"	"Calcium Regulation in the Cardiac Cell WP536"	"4/119"	"149/6201"	0.320533380813563	0.666619954040594	0.567075725897445	"RGS16/CAMK2B/RGS7/SLC8A1"	4
"M5"	"Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex WP3657"	"Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex WP3657"	"1/119"	"20/6201"	0.321682884798659	0.666619954040594	0.567075725897445	"GZMB"	1
"M5"	"Hypertrophy Model WP516"	"Hypertrophy Model WP516"	"1/119"	"20/6201"	0.321682884798659	0.666619954040594	0.567075725897445	"IFNG"	1
"M5"	"TYROBP Causal Network WP3945"	"TYROBP Causal Network WP3945"	"2/119"	"61/6201"	0.327594135660372	0.670787992066475	0.570621364120196	"NRROS/CD84"	2
"M5"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"1/119"	"21/6201"	0.334742217707405	0.671282776893423	0.571042264309582	"PPP1R1B"	1
"M5"	"Circadian rhythm related genes WP3594"	"Circadian rhythm related genes WP3594"	"5/119"	"201/6201"	0.342480797080052	0.671282776893423	0.571042264309582	"PTGDS/NOS2/PRF1/NLGN1/MTNR1A"	5
"M5"	"Methionine De Novo and Salvage Pathway WP3580"	"Methionine De Novo and Salvage Pathway WP3580"	"1/119"	"22/6201"	0.347552197657699	0.671282776893423	0.571042264309582	"IL4I1"	1
"M5"	"miRNA targets in ECM and membrane receptors WP2911"	"miRNA targets in ECM and membrane receptors WP2911"	"1/119"	"22/6201"	0.347552197657699	0.671282776893423	0.571042264309582	"COL6A3"	1
"M5"	"Endochondral Ossification WP474"	"Endochondral Ossification WP474"	"2/119"	"64/6201"	0.348718354424847	0.671282776893423	0.571042264309582	"ACAN/COL2A1"	2
"M5"	"Myometrial Relaxation and Contraction Pathways WP289"	"Myometrial Relaxation and Contraction Pathways WP289"	"4/119"	"156/6201"	0.351252615816326	0.671282776893423	0.571042264309582	"RGS16/CAMK2B/RGS7/SLC8A1"	4
"M5"	"Hippo-Yap signaling pathway WP4537"	"Hippo-Yap signaling pathway WP4537"	"1/119"	"23/6201"	0.360117546173435	0.678056729172515	0.576804683935003	"CXCL10"	1
"M5"	"AGE/RAGE pathway WP2324"	"AGE/RAGE pathway WP2324"	"2/119"	"66/6201"	0.362681506301578	0.678056729172515	0.576804683935003	"NOS2/MSR1"	2
"M5"	"GPCRs, Class B Secretin-like WP334"	"GPCRs, Class B Secretin-like WP334"	"1/119"	"24/6201"	0.372442896125743	0.688819119716429	0.585959961080683	"CALCR"	1
"M5"	"EPO Receptor Signaling WP581"	"EPO Receptor Signaling WP581"	"1/119"	"26/6201"	0.396391698433247	0.725312469473602	0.617003875500799	"SOCS1"	1
"M5"	"Eicosanoid Synthesis WP167"	"Eicosanoid Synthesis WP167"	"1/119"	"27/6201"	0.408023987969514	0.738738167692172	0.62842475709432	"PTGDS"	1
"M5"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"2/119"	"74/6201"	0.41731336461102	0.747686444928077	0.636036816676883	"CTNNA2/SLC8A1"	2
"M5"	"Dopaminergic Neurogenesis WP2855"	"Dopaminergic Neurogenesis WP2855"	"1/119"	"30/6201"	0.441603706134516	0.75832951582808	0.645090591799897	"LMX1B"	1
"M5"	"Extracellular vesicle-mediated signaling in recipient cells WP2870"	"Extracellular vesicle-mediated signaling in recipient cells WP2870"	"1/119"	"30/6201"	0.441603706134516	0.75832951582808	0.645090591799897	"HGF"	1
"M5"	"Ebola Virus Pathway on Host WP4217"	"Ebola Virus Pathway on Host WP4217"	"3/119"	"129/6201"	0.452338421614675	0.75832951582808	0.645090591799897	"CLEC6A/TIMD4/HAVCR2"	3
"M5"	"GABA receptor Signaling WP4159"	"GABA receptor Signaling WP4159"	"1/119"	"31/6201"	0.452371678743492	0.75832951582808	0.645090591799897	"GABRB2"	1
"M5"	"Gastric Cancer Network 2 WP2363"	"Gastric Cancer Network 2 WP2363"	"1/119"	"31/6201"	0.452371678743492	0.75832951582808	0.645090591799897	"CD48"	1
"M5"	"Adipogenesis WP236"	"Adipogenesis WP236"	"3/119"	"130/6201"	0.457377054507986	0.75832951582808	0.645090591799897	"SOCS1/PRLR/IRS4"	3
"M5"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"1/119"	"32/6201"	0.46293371605784	0.75832951582808	0.645090591799897	"PRLR"	1
"M5"	"Ovarian Infertility Genes WP34"	"Ovarian Infertility Genes WP34"	"1/119"	"32/6201"	0.46293371605784	0.75832951582808	0.645090591799897	"PRLR"	1
"M5"	"White fat cell differentiation WP4149"	"White fat cell differentiation WP4149"	"1/119"	"32/6201"	0.46293371605784	0.75832951582808	0.645090591799897	"IRF4"	1
"M5"	"Signal transduction through IL1R WP4496"	"Signal transduction through IL1R WP4496"	"1/119"	"33/6201"	0.473293723804495	0.767986042399747	0.653305140107496	"IFNA1"	1
"M5"	"Signaling of Hepatocyte Growth Factor Receptor WP313"	"Signaling of Hepatocyte Growth Factor Receptor WP313"	"1/119"	"34/6201"	0.483455534256386	0.777143475627088	0.661095123085467	"HGF"	1
"M5"	"Selenium Micronutrient Network WP15"	"Selenium Micronutrient Network WP15"	"2/119"	"86/6201"	0.494596110475086	0.78769010186773	0.670066855321998	"CCL2/IFNG"	2
"M5"	"Wnt Signaling in Kidney Disease WP4150"	"Wnt Signaling in Kidney Disease WP4150"	"1/119"	"36/6201"	0.503199533290685	0.794039630513741	0.675468229139596	"FZD2"	1
"M5"	"Photodynamic therapy-induced HIF-1 survival signaling WP3614"	"Photodynamic therapy-induced HIF-1 survival signaling WP3614"	"1/119"	"37/6201"	0.512789031350443	0.80181557629342	0.682083017777144	"NOS2"	1
"M5"	"T-Cell antigen Receptor (TCR)  Signaling Pathway WP69"	"T-Cell antigen Receptor (TCR)  Signaling Pathway WP69"	"2/119"	"90/6201"	0.518906216483971	0.804070894011199	0.684001556104998	"CD28/IRF4"	2
"M5"	"Apoptosis Modulation and Signaling WP1772"	"Apoptosis Modulation and Signaling WP1772"	"2/119"	"91/6201"	0.524862761914313	0.806039241511267	0.685675976560992	"FASLG/BLK"	2
"M5"	"Corticotropin-releasing hormone signaling pathway WP2355"	"Corticotropin-releasing hormone signaling pathway WP2355"	"2/119"	"93/6201"	0.536628096987019	0.813431160323567	0.691964083751382	"CYP21A2/IL2"	2
"M5"	"IL-5 Signaling Pathway WP127"	"IL-5 Signaling Pathway WP127"	"1/119"	"40/6201"	0.540469945769237	0.813431160323567	0.691964083751382	"IL2"	1
"M5"	"Common Pathways Underlying Drug Addiction WP2636"	"Common Pathways Underlying Drug Addiction WP2636"	"1/119"	"42/6201"	0.558051609989424	0.813431160323567	0.691964083751382	"GRM1"	1
"M5"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"1/119"	"42/6201"	0.558051609989424	0.813431160323567	0.691964083751382	"FASLG"	1
"M5"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"1/119"	"42/6201"	0.558051609989424	0.813431160323567	0.691964083751382	"EPB41L3"	1
"M5"	"TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036"	"TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036"	"1/119"	"42/6201"	0.558051609989424	0.813431160323567	0.691964083751382	"CCL2"	1
"M5"	"Nonalcoholic fatty liver disease WP4396"	"Nonalcoholic fatty liver disease WP4396"	"3/119"	"155/6201"	0.57597240777144	0.828984448112539	0.705194848761585	"CCL2/FASLG/VCAM1"	3
"M5"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"2/119"	"101/6201"	0.581681781527273	0.828984448112539	0.705194848761585	"COL2A1/PMP22"	2
"M5"	"Notch Signaling WP268"	"Notch Signaling WP268"	"1/119"	"45/6201"	0.583180919893124	0.828984448112539	0.705194848761585	"PTCRA"	1
"M5"	"Differentiation Pathway WP2848"	"Differentiation Pathway WP2848"	"1/119"	"48/6201"	0.606892697184634	0.848662958664692	0.721934830198238	"HGF"	1
"M5"	"Rett syndrome causing genes WP4312"	"Rett syndrome causing genes WP4312"	"1/119"	"48/6201"	0.606892697184634	0.848662958664692	0.721934830198238	"KCNJ10"	1
"M5"	"IL-3 Signaling Pathway WP286"	"IL-3 Signaling Pathway WP286"	"1/119"	"49/6201"	0.61449545503203	0.852364663431526	0.72508377121776	"CD86"	1
"M5"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"1/119"	"53/6201"	0.643475697624575	0.862816225005027	0.7339746344902	"IL7R"	1
"M5"	"Phosphodiesterases in neuronal function WP4222"	"Phosphodiesterases in neuronal function WP4222"	"1/119"	"53/6201"	0.643475697624575	0.862816225005027	0.7339746344902	"PPP1R1B"	1
"M5"	"IL-4 Signaling Pathway WP395"	"IL-4 Signaling Pathway WP395"	"1/119"	"54/6201"	0.650376542124034	0.862816225005027	0.7339746344902	"SOCS1"	1
"M5"	"Interferon type I signaling pathways WP585"	"Interferon type I signaling pathways WP585"	"1/119"	"54/6201"	0.650376542124034	0.862816225005027	0.7339746344902	"SOCS1"	1
"M5"	"TGF-beta Receptor Signaling WP560"	"TGF-beta Receptor Signaling WP560"	"1/119"	"54/6201"	0.650376542124034	0.862816225005027	0.7339746344902	"IFNG"	1
"M5"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"2/119"	"115/6201"	0.652669403507402	0.862816225005027	0.7339746344902	"CAMK2B/FZD2"	2
"M5"	"IL-1 signaling pathway WP195"	"IL-1 signaling pathway WP195"	"1/119"	"55/6201"	0.657144915556154	0.862816225005027	0.7339746344902	"CCL2"	1
"M5"	"Kit receptor signaling pathway WP304"	"Kit receptor signaling pathway WP304"	"1/119"	"59/6201"	0.68294342629924	0.879111227123911	0.747836355998921	"SOCS1"	1
"M5"	"MET in type 1 papillary renal cell carcinoma WP4205"	"MET in type 1 papillary renal cell carcinoma WP4205"	"1/119"	"59/6201"	0.68294342629924	0.879111227123911	0.747836355998921	"HGF"	1
"M5"	"Oxidative phosphorylation WP623"	"Oxidative phosphorylation WP623"	"1/119"	"60/6201"	0.689086332888363	0.879111227123911	0.747836355998921	"GZMB"	1
"M5"	"Notch Signaling Pathway WP61"	"Notch Signaling Pathway WP61"	"1/119"	"61/6201"	0.695111202842162	0.879111227123911	0.747836355998921	"PTCRA"	1
"M5"	"Prader-Willi and Angelman Syndrome WP3998"	"Prader-Willi and Angelman Syndrome WP3998"	"1/119"	"61/6201"	0.695111202842162	0.879111227123911	0.747836355998921	"TYR"	1
"M5"	"Proteasome Degradation WP183"	"Proteasome Degradation WP183"	"1/119"	"62/6201"	0.701020285392941	0.880113059033474	0.748688587549895	"IFNG"	1
"M5"	"Endometrial cancer WP4155"	"Endometrial cancer WP4155"	"1/119"	"63/6201"	0.706815787272439	0.880958807325069	0.749408042950947	"CTNNA2"	1
"M5"	"Oncostatin M Signaling Pathway WP2374"	"Oncostatin M Signaling Pathway WP2374"	"1/119"	"65/6201"	0.718074668204634	0.882206020937122	0.750469014138678	"CCL2"	1
"M5"	"Pathways Affected in Adenoid Cystic Carcinoma WP3651"	"Pathways Affected in Adenoid Cystic Carcinoma WP3651"	"1/119"	"65/6201"	0.718074668204634	0.882206020937122	0.750469014138678	"INSRR"	1
"M5"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"1/119"	"66/6201"	0.723542255310835	0.882618921372082	0.750820257470743	"FZD2"	1
"M5"	"RAC1/PAK1/p38/MMP2 Pathway WP3303"	"RAC1/PAK1/p38/MMP2 Pathway WP3303"	"1/119"	"68/6201"	0.734163946270833	0.88474424459	0.752628212962117	"NOS2"	1
"M5"	"Focal Adhesion WP306"	"Focal Adhesion WP306"	"3/119"	"198/6201"	0.738557290145028	0.88474424459	0.752628212962117	"COL2A1/BLK/HGF"	3
"M5"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"5/119"	"319/6201"	0.740716111749767	0.88474424459	0.752628212962117	"CCL2/IFNG/IL2/SLC2A6/HGF"	5
"M5"	"Endoderm Differentiation WP2853"	"Endoderm Differentiation WP2853"	"2/119"	"141/6201"	0.75889828077103	0.900210374431842	0.765784835042999	"TBX21/EOMES"	2
"M5"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"2/119"	"144/6201"	0.769170997728979	0.903478874311111	0.768565260276894	"KCNA3/SYN1"	2
"M5"	"NRF2 pathway WP2884"	"NRF2 pathway WP2884"	"2/119"	"146/6201"	0.775808239450307	0.903478874311111	0.768565260276894	"SLC2A6/HGF"	2
"M5"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"2/119"	"147/6201"	0.779064554527575	0.903478874311111	0.768565260276894	"CHRD/EOMES"	2
"M5"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"1/119"	"84/6201"	0.805780515115523	0.903478874311111	0.768565260276894	"FZD2"	1
