	pathway	X1018.015.022	X1058.016.043	X1089.016.076	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1195.016.182	X1480.019.118	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1551.019.189	X1553.019.191	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1576.019.214	X1581.019.219
948	regulation of cell-cell adhesion (GO:0022407)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8270691458103	-1.57770547192815	1.5276402974025	1.54842961084659	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.63214206396457	NA	NA	NA
949	regulation of cell-substrate adhesion (GO:0010810)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57152592663788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
950	regulation of cellular amine metabolic process (GO:0033238)	NA	NA	NA	NA	-1.76721127341169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
951	regulation of cellular amino acid metabolic process (GO:0006521)	NA	NA	NA	NA	-1.76721127341169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
952	regulation of cellular ketone metabolic process (GO:0010565)	1.55497915982035	NA	NA	NA	-1.6049252919105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
953	regulation of cellular localization (GO:0060341)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63263187235055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58193877720768	NA	NA	NA
954	regulation of cellular macromolecule biosynthetic process (GO:2000112)	NA	1.29618242273425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
955	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60414029484758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
956	regulation of cellular senescence (GO:2000772)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58744892882494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
957	regulation of centriole replication (GO:0046599)	NA	NA	-1.63902869366879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
958	regulation of chemokine production (GO:0032642)	NA	-1.78491910248791	NA	1.78105634717942	-1.95803334856569	NA	1.6999622528834	NA	NA	1.88329406830176	-1.96599677833559	NA	1.77335597250077	-1.97245760609337	NA	NA	NA	1.75772647801999	NA	1.70107530014488	NA	NA	NA	NA	NA	NA
959	regulation of chemotaxis (GO:0050920)	NA	-1.64423046079597	NA	NA	NA	NA	NA	1.85258172914836	NA	NA	-1.6892648505435	NA	1.83427199584312	NA	NA	NA	NA	NA	1.86848674844586	NA	NA	NA	NA	NA	NA	NA
960	regulation of cholesterol biosynthetic process (GO:0045540)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8540405994316	NA	NA	NA	NA	NA	NA
961	regulation of cholesterol metabolic process (GO:0090181)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.85985853281458	NA	NA	NA	NA	NA	NA
962	regulation of chromosome organization (GO:0033044)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50985437093305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
963	regulation of chromosome segregation (GO:0051983)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.88202652740377	NA	NA	NA	1.8265096000678	NA	NA	NA	NA	-1.72035666790744	NA	-1.65872056600928	NA	NA	NA	NA
964	regulation of cilium assembly (GO:1902017)	NA	NA	-1.80174409067998	NA	NA	-1.72305619956991	NA	NA	NA	-1.6022063972654	1.77759849908197	NA	-1.59944284295017	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68297862888967	NA	NA	NA
965	regulation of clathrin-dependent endocytosis (GO:2000369)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61944852099058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
966	regulation of complement activation (GO:0030449)	-1.929489452532	NA	1.63021978639646	1.94689621316169	-2.10062677604404	2.39730942907089	2.13498355198986	-1.79041674168815	NA	2.31807836935081	-1.97914642119045	1.83384995986009	NA	-2.43311352331566	2.40909185805664	1.87473663924515	NA	1.93998104241689	NA	-1.64820524319195	-2.16514273021394	-1.96795629194702	NA	1.69116389895483	NA	NA
967	regulation of cyclin-dependent protein kinase activity (GO:1904029)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.85020827511681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
968	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	NA	-1.65011831348099	NA	NA	NA	NA	NA	NA	NA	NA	-1.85583256862832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
969	regulation of cysteine-type endopeptidase activity (GO:2000116)	NA	NA	NA	1.55725997680847	-1.65389779280535	NA	NA	1.86935734290679	NA	NA	-1.77227240122928	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.82309680507517	NA	NA	NA	NA	NA
970	regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	NA	-1.61055836778968	NA	1.62340636937758	-1.74546884828133	1.53024447620869	1.66897070558521	NA	NA	1.67097055723428	-1.59415406593216	NA	1.40462989682387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
971	regulation of cytokine production (GO:0001817)	NA	NA	NA	1.81643136052624	-1.94942100467345	NA	1.61717801156712	NA	NA	1.59902568273648	-1.5138552545753	1.63755907888019	1.60709809342156	-1.5465555414918	NA	NA	NA	1.87017130709092	NA	1.53153825438981	NA	NA	NA	1.6272536740912	NA	NA
972	regulation of cytokine production involved in inflammatory response (GO:1900015)	NA	NA	NA	1.84477328710041	NA	NA	1.71649551699179	NA	NA	1.62490510990958	NA	NA	1.59995545931668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6119612274125	NA	NA
973	regulation of cytokine secretion (GO:0050707)	NA	-1.77528166296085	1.7169966123476	1.89587349936688	-1.91295363331797	NA	1.77731703739065	NA	NA	NA	-1.58581608288945	1.85318037506317	2.01196922496203	-1.88642677185441	NA	NA	NA	1.66754528568517	NA	1.87443977916544	NA	NA	NA	1.68269627482502	-1.85433322885025	NA
974	regulation of cytokine-mediated signaling pathway (GO:0001959)	NA	NA	NA	1.54282255661684	-1.92532495278265	NA	NA	NA	NA	1.77237945988672	NA	1.70983552875806	1.71139586750124	NA	NA	NA	NA	NA	NA	1.53061199348165	NA	NA	NA	NA	NA	NA
975	regulation of cytokinesis (GO:0032465)	NA	NA	-1.4632172602893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
976	regulation of cytoskeleton organization (GO:0051493)	NA	-1.54304176803764	NA	NA	NA	NA	NA	NA	NA	1.57828882762855	-1.60294265284714	NA	1.58140745277894	NA	NA	NA	NA	NA	1.6391795760803	NA	-1.59935377993883	NA	-1.67520077790362	NA	NA	NA
977	regulation of cytosolic calcium ion concentration (GO:0051480)	NA	-1.53183954398078	1.68330768460689	1.89131142759411	-1.63486375717139	1.48664129177462	1.69282130083728	NA	NA	1.45927590833924	-1.86989741616664	1.50554079999103	NA	NA	NA	NA	-1.81714908680682	1.75922607992409	NA	1.72914769158828	NA	-1.60459884999603	NA	1.55819034639934	NA	NA
978	regulation of defense response (GO:0031347)	NA	-1.77195249108482	NA	1.65849703339433	-2.046832595273	NA	1.81354299472245	NA	NA	1.42996915654189	-1.78964476125621	1.80836966618479	1.71033586742762	NA	NA	NA	NA	1.85411402325841	NA	1.7209191688172	NA	NA	NA	1.73117646731146	NA	NA
979	regulation of defense response to virus by host (GO:0050691)	NA	NA	NA	NA	-1.95469886565429	NA	1.84976009732188	NA	NA	1.98601919434178	NA	1.95137091547707	1.83438788350078	NA	NA	NA	NA	1.63116082309393	NA	NA	NA	NA	NA	NA	NA	NA
980	regulation of defense response to virus by virus (GO:0050690)	NA	NA	NA	NA	-1.69113469494389	NA	NA	NA	NA	1.7912130587528	NA	1.68413688689634	1.69399805899308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70232421122307	NA	NA
981	regulation of delayed rectifier potassium channel activity (GO:1902259)	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59876431469846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
982	regulation of DNA binding (GO:0051101)	NA	NA	NA	NA	-1.55197907993513	NA	NA	NA	NA	1.63197290205923	-1.52550497597235	NA	1.65506647965384	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79032110185478	NA	NA	NA
983	regulation of DNA biosynthetic process (GO:2000278)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6819771193934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
984	regulation of DNA metabolic process (GO:0051052)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.81527917032475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
985	regulation of endocytosis (GO:0030100)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48060617336454	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50868651149034	NA	NA	NA
986	regulation of endopeptidase activity (GO:0052548)	NA	-1.47715764798545	NA	NA	-1.74992629727633	1.54779716220902	NA	NA	NA	NA	-1.55409031907354	NA	1.58583796253286	NA	NA	NA	-1.64350849891073	NA	1.60578113503073	NA	NA	NA	NA	NA	NA	NA
987	regulation of endothelial cell apoptotic process (GO:2000351)	NA	NA	NA	1.59639203696969	-1.57037234776698	NA	NA	NA	NA	1.59847926826223	-1.67806137718974	NA	1.44618129339781	NA	NA	NA	-1.71724288362496	NA	NA	NA	NA	NA	NA	NA	NA	NA
988	regulation of endothelial cell migration (GO:0010594)	NA	NA	NA	NA	-1.45620890348443	1.59686375737678	1.52123005372924	NA	NA	1.7954149738751	-1.76197620688387	NA	1.90248885834677	NA	NA	NA	NA	NA	1.58241651381865	NA	NA	NA	-2.00324296569316	NA	NA	NA
989	regulation of endothelial cell proliferation (GO:0001936)	NA	-1.57537922679927	1.55963126218848	NA	NA	1.79165948819939	NA	NA	NA	1.70552474219702	-1.72891708402526	NA	1.97077997787416	NA	NA	NA	-1.65530496640539	NA	1.587209462107	NA	NA	NA	-1.94438170558251	NA	NA	NA
990	regulation of epidermal cell differentiation (GO:0045604)	NA	-1.64013033681718	NA	NA	NA	1.81015715669728	NA	NA	NA	NA	-1.67287756043466	NA	1.96527807156873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
991	regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49669597892364	NA	1.90002412550528	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59424277132143	NA	NA	NA
992	regulation of epithelial cell migration (GO:0010632)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47222652402451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
993	regulation of epithelial cell proliferation (GO:0050678)	NA	NA	NA	NA	NA	1.72083076007788	NA	NA	NA	1.54333164653211	-1.44858845042749	NA	NA	NA	1.77686463610782	NA	NA	NA	NA	NA	NA	NA	-1.52563620830934	NA	NA	NA
994	regulation of epithelial to mesenchymal transition (GO:0010717)	NA	NA	NA	NA	NA	1.65193413312429	NA	NA	NA	1.85352025525804	-1.67236735829121	NA	1.72669098222386	NA	NA	NA	NA	NA	1.90318473211355	NA	-1.75088612172191	NA	-1.89494344888255	NA	NA	NA
995	regulation of ERK1 and ERK2 cascade (GO:0070372)	NA	-1.44959670670915	1.68974618486965	1.83792917194155	-2.0092201338765	1.63197076408105	1.78465857358656	NA	1.56091686418014	2.09603003716533	-1.90348168422212	1.90648768876153	1.75850240905853	NA	NA	NA	-1.57155687223902	1.5015348319167	1.6005237644087	1.74605063695848	NA	-1.37231884405596	-1.66902936830009	1.57466615791771	-1.59965774054806	-1.5902204707181
996	regulation of erythrocyte differentiation (GO:0045646)	NA	NA	NA	NA	-1.65485083765956	NA	NA	NA	NA	NA	-1.75782372950377	NA	1.68649203741059	NA	NA	NA	NA	1.64496813739224	NA	NA	NA	NA	NA	NA	NA	NA
997	regulation of establishment of planar polarity (GO:0090175)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46669307655093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
998	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	NA	NA	NA	NA	-1.65963908915769	NA	NA	NA	NA	1.47877817612966	-1.4780469973069	NA	1.7917037293574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
999	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	NA	NA	NA	1.75089641367541	-1.79899481454379	NA	1.64475123729708	NA	NA	1.53217631780533	-1.70119602182576	1.60286447312418	1.61198621447186	NA	NA	NA	NA	NA	NA	1.72028697315402	NA	-1.5539282592784	NA	NA	NA	NA
1000	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	NA	-1.57767716433394	NA	1.81175618463368	-1.98906591644738	1.76227156401468	1.54938008929849	NA	NA	1.966581633107	-1.85056319719687	1.58734105997021	1.71837167681306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1001	regulation of fat cell differentiation (GO:0045598)	NA	NA	NA	1.61543383277828	NA	1.60249374715395	NA	NA	NA	1.43787814181037	NA	NA	1.67221832169127	NA	NA	NA	NA	NA	1.57269366395225	NA	NA	NA	-1.51881319402258	NA	NA	NA
1002	regulation of fertilization (GO:0080154)	NA	NA	1.7497636482706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1003	regulation of fibroblast proliferation (GO:0048145)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57921541250944	NA	NA	1.49286885021226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1004	regulation of focal adhesion assembly (GO:0051893)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52801832715878	NA	1.63061714636502	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.60994153792753	NA	NA	NA
1005	regulation of G-protein coupled receptor protein signaling pathway (GO:0008277)	NA	-1.82745727610447	NA	NA	NA	NA	NA	NA	NA	NA	-1.67650957883171	NA	NA	NA	NA	NA	NA	1.60797867517827	NA	1.78259626548539	NA	NA	NA	1.56039325136738	NA	NA
1006	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	1.51389406645431	-1.36163959153585	-1.78831499646812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47109377315887	NA	NA	NA	NA
1007	regulation of gene expression (GO:0010468)	NA	NA	NA	NA	-1.42438449290809	NA	NA	NA	NA	1.37996394504191	NA	1.38972309239234	NA	NA	NA	NA	NA	NA	1.35250236449555	NA	NA	NA	NA	NA	NA	NA
1008	regulation of glucose transport (GO:0010827)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6617604891428	NA	NA	NA	NA	NA	NA
1009	regulation of glycolytic process (GO:0006110)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54933159171181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1010	regulation of GTPase activity (GO:0043087)	NA	NA	1.38699776994424	1.37054970378867	-1.86294661921083	NA	1.40033691777708	NA	NA	1.777887472378	-1.70926287343207	1.8198800564677	1.89822397551654	NA	NA	NA	NA	NA	NA	NA	-1.50407214723603	NA	-1.40183479687931	1.45018679290967	NA	NA
1011	regulation of heart contraction (GO:0008016)	NA	NA	1.60015511368505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1012	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	NA	NA	NA	NA	-1.66324282253328	NA	NA	NA	NA	1.50308783105509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1013	regulation of hematopoietic stem cell differentiation (GO:1902036)	NA	NA	NA	NA	-1.69086568310171	NA	NA	NA	NA	1.51276961851492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1014	regulation of heterotypic cell-cell adhesion (GO:0034114)	NA	-1.92785264967405	NA	1.6630116374324	-1.79433608712559	NA	NA	NA	NA	1.72400950391176	-1.74022058680593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1015	regulation of humoral immune response (GO:0002920)	-1.95078028812185	NA	1.62803810437467	2.03478228749339	-2.17678177369592	2.37195027449137	2.13412071931011	-1.74621345305087	NA	2.32678346260395	-2.01135065025958	1.9357335052741	1.3295615325416	-2.42498580215076	2.37074887339688	1.82660512757444	NA	1.95506786682788	NA	-1.50774544363361	-2.12954595200432	-1.95234544268998	NA	1.71441394149215	NA	NA
1016	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	NA	-1.46306105903581	NA	1.9266743702434	-2.02696582144634	NA	1.69759027176316	NA	NA	1.83804081580473	-1.72177257006871	1.80660951169792	2.1159822397542	-1.55586931026353	NA	NA	NA	1.60717452258637	NA	NA	NA	NA	NA	NA	-1.46327568829902	NA
1017	regulation of immune effector process (GO:0002697)	-1.96654264271751	NA	1.66293809679504	1.99102642556382	-2.15579420011241	2.30757498497894	2.17488080918014	-1.78741641223362	NA	2.35429604478856	-1.95072063187059	1.92388805970081	NA	-2.44363316395	2.36698287179821	1.8174148849855	NA	1.95088586879211	NA	NA	-2.12930072263762	-1.99082209155175	NA	1.72323881521897	NA	NA
1018	regulation of immune response (GO:0050776)	-1.62829990544846	-1.67080247365385	1.6734539243011	1.97790814440832	-2.25733061709621	1.6015489764423	2.14238923523291	NA	NA	2.4418535220649	-2.05406305368437	2.08199641454045	1.78385571059579	-2.19168529222394	1.72273780765709	NA	-1.73429373094743	2.06695937361646	NA	NA	-1.69793530393708	-1.78847859526598	NA	1.99783736781952	-1.70011141762664	NA
1019	regulation of inflammatory response (GO:0050727)	NA	-1.83554477943273	1.50313291871207	2.13809849302534	-2.30983106189373	1.69139754951786	1.85083211823032	NA	NA	1.89286425348563	-2.00735960304432	1.89638298004482	2.13732224317925	-1.59894077076787	NA	NA	-1.47746945974329	1.85604086361222	NA	1.91617892988774	-1.57916761499401	-1.43413157350124	NA	1.76843140088962	-1.73750060950866	NA
1020	regulation of innate immune response (GO:0045088)	NA	NA	NA	NA	-2.04422432783061	NA	1.53576859332941	NA	NA	1.98293813408509	-1.54061468128977	1.79127422314581	1.65575695962487	NA	NA	NA	NA	1.5770992933264	NA	NA	NA	NA	NA	NA	NA	NA
1021	regulation of insulin receptor signaling pathway (GO:0046626)	NA	NA	NA	1.87743224914464	-1.80320212167042	NA	1.65187267296078	NA	NA	1.5354621130466	NA	1.73124109506115	1.66734128872547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6388491440226	NA	NA
1022	regulation of interferon-alpha production (GO:0032647)	NA	NA	NA	NA	-1.87859673585342	NA	1.63282625957236	NA	NA	1.85027289598957	NA	1.72826647997721	1.87156369191454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1023	regulation of interferon-beta production (GO:0032648)	NA	NA	NA	NA	-1.76805055819533	NA	NA	NA	NA	1.67017269377803	NA	NA	1.64331399976205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1024	regulation of interferon-gamma production (GO:0032649)	NA	-1.66643026724894	NA	1.72332272186446	-2.15055983448011	NA	2.00810395829193	NA	NA	2.1219556891575	-1.68325657480078	2.06655030422849	2.15314872175481	-1.61204415379298	NA	NA	NA	1.74915565396335	NA	1.86212446507213	NA	NA	NA	1.88910885453295	-1.87311456257841	NA
1025	regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	NA	NA	NA	NA	-1.85970553372179	NA	NA	NA	NA	1.86890614399471	-1.58474189094908	1.791685152821	1.91698700778436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1026	regulation of interleukin-1 beta secretion (GO:0050706)	NA	-1.86955806594056	NA	1.86954996214213	-2.01389404252319	NA	1.86839164262307	NA	NA	1.97549566859419	-2.02934982945296	2.01474338222218	1.8909598823079	NA	NA	NA	NA	1.85436349163976	NA	1.64950413397038	NA	NA	NA	NA	NA	NA
1027	regulation of interleukin-10 production (GO:0032653)	NA	-1.65523171308771	NA	NA	-1.94275357903734	NA	1.8483513678644	NA	NA	1.97250314500955	-1.65751987304886	1.95436065763149	1.84318837985427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79840945801597	NA	NA
1028	regulation of interleukin-12 production (GO:0032655)	NA	NA	NA	1.92820313516603	-2.06669463108786	NA	1.85780310078387	NA	NA	1.89287588361607	-1.57711410871986	2.10548441110175	2.00283077197898	NA	NA	NA	NA	1.65198888393423	NA	1.80670694418974	NA	NA	NA	1.68364325164913	-1.79595296773565	NA
1029	regulation of interleukin-17 production (GO:0032660)	NA	NA	NA	NA	-1.82898311092662	NA	1.8474649747018	NA	NA	1.75872570477071	-1.55286898313499	1.67881205373466	1.72403427305838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75386722914851	NA	NA
1030	regulation of interleukin-2 production (GO:0032663)	NA	NA	NA	NA	-1.8070797393763	NA	1.68908663745595	NA	NA	1.77240445506429	-1.5755923299963	1.80340692881385	1.84982976388382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71133777033134	NA	NA
1031	regulation of interleukin-4 production (GO:0032673)	NA	NA	NA	NA	-1.7521771595018	NA	1.62073548260313	NA	NA	1.69010915560862	NA	1.70590956562265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1032	regulation of interleukin-6 production (GO:0032675)	NA	-1.64267663944657	NA	1.97836866537187	-1.96950924333882	NA	1.70358840452089	NA	NA	1.97079948289888	-1.66598969185891	1.77103324627389	1.953383283867	-1.74939415849399	NA	NA	NA	1.66382423355053	NA	1.60563308579673	NA	NA	NA	NA	NA	NA
1033	regulation of interleukin-8 production (GO:0032677)	NA	-1.62558616617091	NA	1.81631886092558	-1.77187774103447	NA	NA	NA	NA	1.88829599695209	-1.79338102816266	1.77161742588495	1.79227283615942	-1.64137771723467	NA	NA	NA	1.62212769667478	NA	NA	NA	NA	NA	1.70929198690193	NA	NA
1034	regulation of interleukin-8 secretion (GO:2000482)	NA	NA	NA	1.91573011223393	-1.55436841246223	NA	1.74014422946246	NA	NA	NA	-1.49639745459919	NA	1.84708165048022	NA	NA	NA	NA	1.83091961635291	NA	1.84869398067004	NA	NA	NA	1.59118442081661	NA	NA
1035	regulation of intracellular signal transduction (GO:1902531)	NA	-1.41595274799601	NA	NA	-1.32936801874553	NA	NA	NA	NA	NA	-1.46237013351368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1036	regulation of intracellular transport (GO:0032386)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58511594167177	NA	1.51010907239835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1037	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	NA	NA	NA	NA	-1.66029382741524	1.6460992768689	NA	NA	NA	1.50542670380168	-1.68787134788617	NA	1.61238080818294	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.78063974718803	NA	NA	NA
1038	regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65200340922059	-1.68551514705332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1039	regulation of JAK-STAT cascade (GO:0046425)	NA	NA	1.7719830795261	NA	-1.82039371217253	1.59472324238109	1.63740736469456	NA	NA	1.6388123907286	-1.68507303168294	NA	1.55151382503746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1040	regulation of JNK cascade (GO:0046328)	NA	NA	NA	1.88294226569102	-1.55359298394819	NA	NA	NA	NA	NA	-1.52336321805145	NA	1.43746138360834	NA	NA	NA	NA	1.54767194766078	NA	NA	NA	NA	NA	NA	NA	NA
1041	regulation of JUN kinase activity (GO:0043506)	NA	NA	NA	1.5572573849154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1042	regulation of keratinocyte differentiation (GO:0045616)	NA	-1.66987602168822	NA	NA	NA	NA	NA	NA	NA	NA	-1.69709403431107	NA	1.67357712311702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1043	regulation of kinase activity (GO:0043549)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47597267340992	NA	NA	1.51544556571474	NA	NA	NA	NA	1.49416197345176	NA	NA	NA	NA	NA	NA	NA
1044	regulation of lamellipodium assembly (GO:0010591)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60225167574243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1045	regulation of lamellipodium organization (GO:1902743)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64808513985916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1046	regulation of leukocyte chemotaxis (GO:0002688)	NA	-1.5792998724679	NA	2.14164581333213	-1.94683437676001	NA	2.16092198406064	NA	NA	1.61180098957659	-1.5873089153077	1.93072695688473	1.94600098876827	-2.0063511216764	NA	NA	NA	1.6400657413969	NA	1.64223156885936	NA	NA	1.60876183081167	1.65917681316156	NA	NA
1047	regulation of lipid catabolic process (GO:0050994)	NA	NA	NA	1.66308346911906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71972679247645	NA	NA	NA	NA	NA
1048	regulation of lipid metabolic process (GO:0019216)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41387943106622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1049	regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70430354324162	NA	1.73775442849803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1050	regulation of long-term synaptic potentiation (GO:1900271)	NA	NA	1.67797321375248	NA	NA	NA	NA	NA	NA	NA	-1.6896115272834	NA	NA	NA	1.943811601254	NA	NA	NA	NA	NA	NA	NA	-1.95983131737179	NA	NA	NA
